Element,Transition,Theoretical_eV,Experimental_eV
Bi,KM 4,87839.7,87862.2
Bi,KM 5,87947.6,87862.2
Bi,KN 1,89590.3,
Bi,KN 2,89723.9,89731.7
Bi,KN 3,89849.4,89861.8
Bi,KN 4,90064.5,90110
Bi,KN 5,90088.0,90110
Bi,K edge,90536.5,90537.7
Bi,L 1 M 1,12388.5,12392
Bi,L 1 M 2,12690.9,12691.40
Bi,L 1 M 3,13210.4,13209.99
Bi,L 1 M 4,13698.6,13698.87
Bi,L 1 M 5,13806.6,13806.82
Bi,L 1 N 1,15449.3,15455.3
Bi,L 1 N 2,15582.9,15582.52
Bi,L 1 N 3,15708.4,15710.5
Bi,L 1 N 4,15923.5,15905
Bi,L 1 N 5,15947.0,15950.8
Bi,L 1 N 6,16224.1,16226
Bi,L 1 N 7,16229.3,16226
Bi,L 1 edge,16395.4,16376.0
Bi,L 2 M 1,11712.7,11712.36
Bi,L 2 M 2,12015.1,11984
Bi,L 2 M 3,12534.6,12534.48
Bi,L 2 M 4,13022.9,13023.65
Bi,L 2 M 5,13130.8,13131.1
Bi,L 2 N 1,14773.5,14773.3
Bi,L 2 N 2,14907.1,14859
Bi,L 2 N 3,15032.6,15031.8
Bi,L 2 N 4,15247.7,15247.92
Bi,L 2 N 5,15271.2,
Bi,L 2 N 6,15548.3,15552.0
Bi,L 2 N 7,15553.5,
Bi,L 2 edge,15719.65,15719.8
Bi,L 3 M 1,9420.7,9420.43
Bi,L 3 M 2,9723.0,9725.6
Bi,L 3 M 3,10242.6,10242.2
Bi,L 3 M 4,10730.8,10731.06
Bi,L 3 M 5,10838.7,10838.94
Bi,L 3 N 1,12481.4,12481.74
Bi,L 3 N 2,12615.0,12615.21
Bi,L 3 N 3,12740.6,12739.52
Bi,L 3 N 4,12955.7,12955.0
Bi,L 3 N 5,12979.2,12980.00
Bi,L 3 N 6,13256.2,13259.4
Bi,L 3 N 7,13261.5,13259.4
Bi,L 3 edge,13427.59,13426.7
Th,KL 1,89176.6,
Th,KL 2,89956.6,89957.04
Th,KL 3,93347.9,93347.38
Th,KM 1,104465.6,
Th,KM 2,104817.2,104816.53
Th,KM 3,105601.9,105601.51
Th,KM 4,106156.4,106270
Th,KM 5,106314.9,106270
Th,KN 1,108320.0,
Th,KN 2,108481.2,108509
Th,KN 3,108680.9,108718
Th,KN 4,108934.2,109082
Th,KN 5,108972.2,109082
Th,K edge,109658.2,109649.01
Th,L 1 M 1,15289.0,
Th,L 1 M 2,15640.6,15639.54
Th,L 1 M 3,16425.3,16423.855
Th,L 1 M 4,16979.8,16980.26
Th,L 1 M 5,17138.3,17138.89
Th,L 1 N 1,19143.3,19146.4
Th,L 1 N 2,19304.5,19302.987
Th,L 1 N 3,19504.3,19503.445
Th,L 1 N 4,19757.6,19756.75
Th,L 1 N 5,19795.5,19793.91
Th,L 1 N 6,20138.2,20127.0
Th,L 1 N 7,20146.2,20127.0
Th,L 1 edge,20481.6,20462.5
Th,L 2 M 1,14509.0,14510.327
Th,L 2 M 2,14860.6,14869.6
Th,L 2 M 3,15645.3,15643.1
Th,L 2 M 4,16199.8,16201.556
Th,L 2 M 5,16358.3,16358.1
Th,L 2 N 1,18363.3,18364.35
Th,L 2 N 2,18524.5,
Th,L 2 N 3,18724.2,18728.4
Th,L 2 N 4,18977.6,18978.259
Th,L 2 N 5,19015.5,19012.8
Th,L 2 N 6,19358.2,19348.00
Th,L 2 N 7,19366.2,
Th,L 2 edge,19701.59,19682.9
Th,L 3 M 1,11117.7,11118.06
Th,L 3 M 2,11469.3,11469.5
Th,L 3 M 3,12254.0,12255.98
Th,L 3 M 4,12808.5,12809.498
Th,L 3 M 5,12967.0,12967.937
Th,L 3 N 1,14972.0,14973.424
Th,L 3 N 2,15133.2,15132.2
Th,L 3 N 3,15332.9,15334.0
Th,L 3 N 4,15586.3,15586.910
Th,L 3 N 5,15624.2,15623.960
Th,L 3 N 6,15966.9,15955.85
Th,L 3 N 7,15974.8,15965.88
Th,L 3 edge,16310.27,16298.5
U,KL 1,93843.7,
U,KL 1,93842.0,
U,KL 2,94655.1,94652.78
U,KL 2,94653.1,94650.84
U,KL 3,98435.6,98433.75
U,KL 3,98433.6,98431.58
U,KM 1,110054.0,
U,KM 1,110052.1,
U,KM 2,110420.2,
U,KM 2,110418.2,110415.67
U,KM 3,111300.5,
U,KM 3,111298.5,111295.08
U,KM 4,111873.8,
U,KM 4,111871.8,112009
U,KM 5,112050.2,
U,KM 5,112048.1,112009
U,KN 1,114162.1,
U,KN 1,114160.4,
U,KN 2,114331.0,
U,KN 2,114329.2,114407
U,KN 3,114557.9,
U,KN 3,114556.2,114607
U,KN 4,114822.4,
U,KN 4,114820.7,115011
U,KN 5,114865.3,
U,KN 5,114863.6,115011
U,K edge,115609.8,
U,K edge,115608.1,115601.09
U,L 1 M 1,16210.3,
U,L 1 M 1,16210.1,
U,L 1 M 2,16576.5,
U,L 1 M 2,16576.2,16575.51
U,L 1 M 3,17456.8,
U,L 1 M 3,17456.5,17455.17
U,L 1 M 4,18030.1,
U,L 1 M 4,18029.8,18031.2
U,L 1 M 5,18206.5,
U,L 1 M 5,18206.1,18205.55
U,L 1 N 1,20318.4,
U,L 1 N 1,20318.3,
U,L 1 N 2,20487.3,
U,L 1 N 2,20487.2,20484.92
U,L 1 N 3,20714.2,
U,L 1 N 3,20714.1,20712.95
U,L 1 N 4,20978.7,
U,L 1 N 4,20978.6,20979.8
U,L 1 N 5,21021.7,
U,L 1 N 5,21021.6,21018.9
U,L 1 N 6,21369.0,
U,L 1 N 6,21368.9,
U,L 1 N 7,21378.7,
U,L 1 N 7,21378.7,
U,L 1 edge,21766.1,
U,L 1 edge,21766.1,21770.4
U,L 2 M 1,15398.9,
U,L 2 M 1,15399.0,15399.81
U,L 2 M 2,15765.1,
U,L 2 M 2,15765.1,
U,L 2 M 3,16645.4,
U,L 2 M 3,16645.3,16641.3
U,L 2 M 4,17218.7,
U,L 2 M 4,17218.7,17220.15
U,L 2 M 5,17395.0,
U,L 2 M 5,17395.0,
U,L 2 N 1,19507.0,
U,L 2 N 1,19507.2,19507.27
U,L 2 N 2,19675.9,
U,L 2 N 2,19676.1,
U,L 2 N 3,19902.8,
U,L 2 N 3,19903.0,19907.2
U,L 2 N 4,20167.3,
U,L 2 N 4,20167.5,20167.27
U,L 2 N 5,20210.2,
U,L 2 N 5,20210.5,
U,L 2 N 6,20557.5,
U,L 2 N 6,20557.8,20557.5
U,L 2 N 7,20567.3,
U,L 2 N 7,20567.5,
U,L 2 edge,20954.72,
U,L 2 edge,20954.95,20946.5
U,L 3 M 1,11618.4,
U,L 3 M 1,11618.5,11618.41
U,L 3 M 2,11984.6,
U,L 3 M 2,11984.6,11983.5
U,L 3 M 3,12864.9,
U,L 3 M 3,12864.9,12865.45
U,L 3 M 4,13438.2,
U,L 3 M 4,13438.2,13438.97
U,L 3 M 5,13614.5,
U,L 3 M 5,13614.6,13614.87
U,L 3 N 1,15726.5,
U,L 3 N 1,15726.8,15726.21
U,L 3 N 2,15895.4,
U,L 3 N 2,15895.6,15895.63
U,L 3 N 3,16122.3,
U,L 3 N 3,16122.6,16123.56
U,L 3 N 4,16386.8,
U,L 3 N 4,16387.1,16385.86
U,L 3 N 5,16429.7,
U,L 3 N 5,16430.0,16428.44
U,L 3 N 6,16777.1,
U,L 3 N 6,16777.3,16786.06
U,L 3 N 7,16786.8,
U,L 3 N 7,16787.1,16786.06
U,L 3 edge,17174.23,
U,L 3 edge,17174.51,17171.37
